Date Time,CS2-1-dO,CS2-2-dO,CS2-3-dO,CS2-4-dO,CS2-5-dO,CS2-6-dO,CS2-7-dO,CS2-8-dO,CS2-9-dO,CS2-10-dO,CS2-11-dO,CS2-12-dO,CS2-1-pH,CS2-2-pH,CS2-3-pH,CS2-4-pH,CS2-5-pH,CS2-6-pH,CS2-7-pH,CS2-8-pH,CS2-9-pH,CS2-10-pH,CS2-11-pH,CS2-12-pH,CS2-1-LH,CS2-2-LH,CS2-3-LH,CS2-4-LH,CS2-5-LH,CS2-6-LH,CS2-7-LH,CS2-8-LH,CS2-9-LH,CS2-10-LH,CS2-11-LH,CS2-12-LH,CS2-1-O2,CS2-2-O2,CS2-3-O2,CS2-4-O2,CS2-5-O2,CS2-6-O2,CS2-7-O2,CS2-8-O2,CS2-9-O2,CS2-10-O2,CS2-11-O2,CS2-12-O2,CS2-1-Air,CS2-2-Air,CS2-3-Air,CS2-4-Air,CS2-5-Air,CS2-6-Air,CS2-7-Air,CS2-8-Air,CS2-9-Air,CS2-10-Air,CS2-11-Air,CS2-12-Air,CS2-1-N2,CS2-2-N2,CS2-3-N2,CS2-4-N2,CS2-5-N2,CS2-6-N2,CS2-7-N2,CS2-8-N2,CS2-9-N2,CS2-10-N2,CS2-11-N2,CS2-12-N2,CS2-1-Temperature,CS2-2-Temperature,CS2-3-Temperature,CS2-4-Temperature,CS2-5-Temperature,CS2-6-Temperature,CS2-7-Temperature,CS2-8-Temperature,CS2-9-Temperature,CS2-10-Temperature,CS2-11-Temperature,CS2-12-Temperature,CS2-1-TOTAL_ACID_ADDITION,CS2-2-TOTAL_ACID_ADDITION,CS2-3-TOTAL_ACID_ADDITION,CS2-4-TOTAL_ACID_ADDITION,CS2-5-TOTAL_ACID_ADDITION,CS2-6-TOTAL_ACID_ADDITION,CS2-7-TOTAL_ACID_ADDITION,CS2-8-TOTAL_ACID_ADDITION,CS2-9-TOTAL_ACID_ADDITION,CS2-10-TOTAL_ACID_ADDITION,CS2-11-TOTAL_ACID_ADDITION,CS2-12-TOTAL_ACID_ADDITION,CS2-2-TOTAL_BASE_ADDITION,CS2-1-TOTAL_BASE_ADDITION,CS2-3-TOTAL_BASE_ADDITION,CS2-4-TOTAL_BASE_ADDITION,CS2-5-TOTAL_BASE_ADDITION,CS2-6-TOTAL_BASE_ADDITION,CS2-7-TOTAL_BASE_ADDITION,CS2-8-TOTAL_BASE_ADDITION,CS2-9-TOTAL_BASE_ADDITION,CS2-10-TOTAL_BASE_ADDITION,CS2-11-TOTAL_BASE_ADDITION,CS2-12-TOTAL_BASE_ADDITION
3/1/2022 23:12,128.57,132.93,60.23,60.64,101.89,0,19.03,60.66,0,61.49,59.93,60.67,7.15,7.18,7.16,7.19,7.13,7.03,7.1,7.12,7.21,7.02,7.2,7.19,,,,,,,,,,,,,0,15.465,2.282,2.042,29.91,30,30,0,30,30,1.622,2.823,14.955,14.535,27.718,27.958,0.09,0,0,23.634,0,0,28.378,27.177,0,0,0,0,0,0,0,0,0,0,0,0,30.03,30.04,30.08,30.01,29.93,29.91,29.98,29.98,30.01,30.01,30.04,29.98,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:13,72.75,133.77,59.53,60.5,119.52,0,24.02,29.32,0,59.08,60.03,60.93,7.14,7.17,7.16,7.19,7.12,7.04,7.11,7.12,7.21,7.03,7.2,7.19,,,,,,,,,,,,,0,0.45,2.312,1.922,19.94,30,30,0,30,30,1.652,2.643,9.159,29.55,27.688,28.078,10.06,0,0,26.547,0,0,28.348,27.357,0,0,0,0,0,0,0,0,0,0,0,0,30.06,30.05,29.98,29.96,29.99,29.97,29.95,30.05,30.06,29.97,30.04,29.96,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:14,22.28,84.54,59.24,59.97,119.35,0,26.43,12.13,0,53.85,59.79,60.62,7.13,7.18,7.15,7.19,7.13,7.05,7.12,7.12,7.22,7.04,7.2,7.19,,,,,,,,,,,,,0,0,2.462,1.892,7.868,30,30,3.904,30,30,1.682,2.553,11.922,22.823,27.538,28.108,22.132,0,0,26.096,0,0,28.318,27.447,0,0,0,0,0,0,0,0,0,0,0,0,30.06,29.98,29.94,30.01,29.95,30.02,29.94,30.1,30.01,30,29.99,30.01,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:15,1.74,33.4,59.48,59.69,97.41,0,27.04,12.04,0,50.22,60.04,59.8,7.13,7.17,7.16,7.19,7.12,7.07,7.13,7.12,7.23,7.05,7.2,7.19,,,,,,,,,,,,,0,0,2.553,1.922,1.021,30,30,10.991,30,30,1.682,2.523,20.39,23.754,27.447,28.078,28.979,0,0,19.009,0,0,28.318,27.477,0,0,0,0,0,0,0,0,0,0,0,0,30.04,29.99,30.06,29.96,30.12,29.98,29.99,29.96,30,29.98,30.01,29.97,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:16,0.61,6.56,60.15,59.56,54.56,0,26.43,34.09,0,47.19,59.99,59.44,7.13,7.17,7.16,7.19,7.12,7.08,7.13,7.13,7.07,7.06,7.2,7.19,,,,,,,,,Volume 0.010 ml Added From PlateID 24-well antifoam & acid Location Deck 4 Well B1 To Vessel 9 Location CS2,,,,0,0,2.583,2.012,0,30,30,18.078,30,30,1.682,2.613,27.477,29.039,27.417,27.988,28.859,0,0,11.922,0,0,28.318,27.387,0,0,0,0,0,0,0,0,0,0,0,0,30.02,29.89,29.99,29.99,29.8,29.92,30.13,29.93,30.07,30.03,30.04,30.05,,,,,,,,,0.12,,,,,,,,,,,,,,,
3/1/2022 23:17,0.29,0.46,60.69,60.3,20.71,2.13,27.25,74.34,0,46.13,60.35,59.19,7.14,7.16,7.15,7.19,7.11,7.08,7.14,7.13,7.04,7.07,7.2,7.19,,,,,,,,,,,,,8.468,10.18,2.462,2.012,3.694,30,30,18.769,30,30,1.652,2.733,21.532,19.82,27.538,27.988,26.306,0,0,11.231,0,0,28.348,27.267,0,0,0,0,0,0,0,0,0,0,0,0,30.05,30.06,30,29.93,29.94,30.07,29.84,30.01,30.03,30.02,29.98,29.95,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:18,2.83,12.56,60.5,60.56,6.39,8.16,27.93,110.69,0,45.96,60.47,59.61,7.14,7.18,7.16,7.19,7.11,7.09,7.15,7.14,7.06,7.08,7.2,7.19,,,,,,,,,,,,,19.73,20.511,2.342,1.922,13.123,30,30,11.772,30,30,1.562,2.853,10.27,9.489,27.658,28.078,16.877,0,0,18.228,0,0,28.438,27.147,0,0,0,0,0,0,0,0,0,0,0,0,30.05,29.99,30.04,30.03,30.02,29.83,29.93,30.05,29.97,29.99,30.02,30.04,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:19,19.04,34.64,60.72,60.49,7.19,17.81,29.06,118.77,0,47.06,60.05,61.03,7.15,7.17,7.16,7.19,7.11,7.1,7.15,7.14,7.06,7.08,7.19,7.19,,,,,,,,,,,,,29.309,25.616,2.252,1.862,20.841,30,30,3.544,30,30,1.532,2.733,0.691,4.384,27.748,28.138,9.159,0,0,26.456,0,0,28.468,27.267,0,0,0,0,0,0,0,0,0,0,0,0,29.91,29.92,30.01,29.97,29.91,29.81,30.04,30.03,29.96,29.99,30.08,29.96,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:20,57.22,94.27,60.2,60.25,16.48,25.76,29.33,92.76,0,49.39,59.66,61.2,7.16,7.19,7.16,7.19,7.12,7.11,7.15,7.13,7.07,7.09,7.2,7.19,,,,,,,,,,,,,30,24.174,2.192,1.802,30,30,30,0,30,30,1.562,2.523,0,5.826,27.808,28.198,0,0,0,25.495,0,0,28.438,27.477,0,0,0,0,0,0,0,0,0,0,0,0,29.97,29.91,29.94,29.98,30.01,30.04,30.01,29.98,29.98,29.97,29.97,30,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:21,125.32,137.16,59.66,59.79,33.78,29.47,30.66,55.11,0,51.63,59.62,60.48,7.16,7.19,7.16,7.19,7.13,7.11,7.17,7.13,7.08,7.1,7.2,7.19,,,,,,,,,,,,,25.045,12.132,2.222,1.802,30,30,30,0,30,30,1.622,2.342,4.955,17.868,27.778,28.198,0,0,0,23.784,0,0,28.378,27.658,0,0,0,0,0,0,0,0,0,0,0,0,29.99,29.98,29.97,29.94,30.01,30.08,29.91,29.95,29.93,30.05,30.01,30.01,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:22,166.12,124.11,59.54,59.49,54.42,30.07,32.78,25.92,0,53.12,59.91,59.46,7.16,7.18,7.16,7.19,7.13,7.12,7.16,7.13,7.09,7.11,7.2,7.19,,,,,,,,,,,,,7.327,0,2.312,1.892,30,30,30,0,30,30,1.652,2.372,22.673,28.198,27.688,28.108,0,0,0,27.417,0,0,28.348,27.628,0,0,0,0,0,0,0,0,0,0,0,0,29.91,29.98,29.94,29.94,30.01,30.01,29.95,29.99,29.95,29.93,29.92,30.04,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:23,151.38,85.26,59.74,59.63,69.42,31.33,33.02,13.35,0,54.32,60.03,58.9,7.16,7.18,7.16,7.19,7.13,7.13,7.17,7.13,7.1,7.11,7.2,7.19,,,,,,,,,,,,,0,0,2.342,1.952,30,30,30,3.003,30,30,1.682,2.583,19.58,23.213,27.658,28.048,0,0,0,26.997,0,0,28.318,27.417,0,0,0,0,0,0,0,0,0,0,0,0,29.94,29.99,29.99,29.91,29.9,30.04,29.92,30.07,29.97,30.01,29.87,29.96,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:24,112.51,35.22,60.2,60.24,88.89,33.06,33.32,14.27,0.21,55.98,60.48,58.99,7.15,7.18,7.16,7.19,7.14,7.14,7.18,7.13,7.11,7.12,7.2,7.19,,,,,,,,,,,,,0,0,2.372,1.952,30,30,30,12.312,30,30,1.622,2.793,11.351,23.904,27.628,28.048,0,0,0,17.688,0,0,28.378,27.207,0,0,0,0,0,0,0,0,0,0,0,0,29.96,29.99,29.86,29.94,30.1,29.8,30.05,30.01,30.06,29.94,29.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:25,57.52,3.26,60.62,60.53,109.27,34.39,34.58,39.11,1.13,57.57,60.33,60.07,7.15,7.17,7.16,7.2,7.14,7.13,7.18,7.14,7.12,7.13,7.2,7.2,,,,,,,,,,,,,0,1.441,2.282,1.892,27.057,30,30,18.709,30,30,1.562,2.883,8.078,28.559,27.718,28.108,2.943,0,0,11.291,0,0,28.438,27.117,0,0,0,0,0,0,0,0,0,0,0,0,30.02,29.99,29.97,29.95,30.02,30.14,30,29.98,30.04,30.02,29.95,29.91,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:26,12.26,2.01,60.37,60.45,122.27,35.17,36.24,79.73,1.84,58.67,59.79,60.89,7.14,7.18,7.16,7.2,7.14,7.15,7.19,7.14,7.12,7.13,7.2,7.19,,,,,,,,,,,,,0,12.823,2.192,1.802,18.769,30,30,18.318,30,30,1.562,2.793,12.913,17.177,27.808,28.198,11.231,0,0,11.682,0,0,28.438,27.207,0,0,0,0,0,0,0,0,0,0,0,0,30.03,29.99,30.01,29.98,30.1,29.92,30.04,30.05,30.05,30.01,30.01,30.02,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:27,1.66,13.01,60.26,60.39,119.61,37.41,37.02,107.52,2.91,59.95,60,61.18,7.14,7.18,7.16,7.19,7.14,7.15,7.19,7.15,7.13,7.14,7.2,7.19,,,,,,,,,,,,,0,20.27,2.132,1.742,6.607,30,30,12.973,30,30,1.562,2.583,19.58,9.73,27.868,28.258,23.393,0,0,17.027,0,0,28.438,27.417,0,0,0,0,0,0,0,0,0,0,0,0,30.14,29.96,30.04,29.96,29.97,30.01,30.01,29.94,29.95,30.02,29.97,30.01,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:28,0.48,47.1,59.68,59.73,87.39,41.6,38.12,116.72,2.39,61.46,59.99,60.57,7.14,7.18,7.16,7.2,7.13,7.16,7.2,7.15,7.13,7.15,7.2,7.19,,,,,,,,,,,,,0,26.096,2.162,1.742,0,30,30,2.162,30,30,1.562,2.402,29.069,3.904,27.838,28.258,28.589,0,0,27.838,0,0,28.438,27.598,0,0,0,0,0,0,0,0,0,0,0,0,30.06,29.97,29.97,29.96,29.98,29.82,30.02,30.14,29.95,29.99,29.99,29.97,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:29,0.32,108.35,59.54,59.72,43.38,44.68,39.22,87.49,4.06,62.04,59.91,59.49,7.15,7.19,7.16,7.2,7.13,7.17,7.2,7.15,7.14,7.16,7.2,7.19,,,,,,,,,,,,,10.39,21.712,2.252,1.802,0,30,30,0,30,30,1.562,2.432,19.61,8.288,27.748,28.198,28.348,0,0,25.045,0,0,28.438,27.568,0,0,0,0,0,0,0,0,0,0,0,0,29.93,29.95,29.94,30.01,30.01,30.02,29.9,29.85,29.93,29.98,30.02,29.99,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:30,4.21,138.42,59.61,59.78,20.31,46.68,39.74,50.73,4.62,63.1,59.81,59.03,7.15,7.19,7.16,7.2,7.12,7.17,7.2,7.14,7.15,7.16,7.2,7.19,,,,,,,,,,,,,21.592,8.258,2.342,1.832,2.523,30,30,0,30,30,1.592,2.553,8.408,21.742,27.658,28.168,27.477,0,0,24.114,0,0,28.408,27.447,0,0,0,0,0,0,0,0,0,0,0,0,29.96,30.05,29.97,29.99,30.02,30.04,30.06,29.92,30.03,29.99,30.01,30.04,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:31,16.85,124.84,59.91,59.85,5.6,46.8,38.84,29.31,6.6,63.45,59.84,59.28,7.16,7.19,7.16,7.2,7.12,7.18,7.21,7.14,7.15,7.16,7.2,7.19,,,,,,,,,,,,,28.679,0,2.372,1.862,12.132,30,30,0,30,30,1.622,2.733,1.321,28.168,27.628,28.138,17.868,0,0,26.847,0,0,28.378,27.267,0,0,0,0,0,0,0,0,0,0,0,0,29.93,29.95,29.98,30.02,30.03,29.87,30.09,29.91,29.99,30.09,29.93,29.98,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:32,70.95,73.33,60.37,60.32,7.65,46.7,36.78,12.77,11.28,63.77,60.37,59.74,7.17,7.18,7.16,7.2,7.13,7.17,7.21,7.14,7.16,7.17,7.2,7.19,,,,,,,,,,,,,30,0,2.342,1.832,22.553,30,30,4.204,30,30,1.592,2.823,0,22.432,27.658,28.168,7.447,0,0,25.796,0,0,28.408,27.177,0,0,0,0,0,0,0,0,0,0,0,0,30.05,29.97,30,30.1,29.92,30.12,29.95,30.09,30.02,29.99,29.96,29.94,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:33,137.95,26.27,60.45,60.41,18.51,49.7,36.46,16.88,24.3,64.02,60.17,60.66,7.17,7.18,7.16,7.2,7.13,7.18,7.22,7.14,7.17,7.17,7.21,7.19,,,,,,,,,,,,,21.982,0,2.252,1.772,30,30,30,13.243,30,30,1.562,2.793,8.018,24.805,27.748,28.228,0,0,0,16.757,0,0,28.438,27.207,0,0,0,0,0,0,0,0,0,0,0,0,29.94,29.98,30.09,30.03,29.98,30.02,30.02,29.94,30.01,29.96,29.96,30.03,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:34,169.61,1.33,60.15,60.38,32.67,51.48,36.32,45.35,38.09,64.15,60.18,61.15,7.17,7.18,7.16,7.2,7.14,7.18,7.22,7.15,7.17,7.18,7.2,7.19,,,,,,,,,,,,,2.733,3.483,2.192,1.712,30,30,30,18.649,30,30,1.532,2.643,27.267,26.517,27.808,28.288,0,0,0,11.351,0,0,28.468,27.357,0,0,0,0,0,0,0,0,0,0,0,0,29.98,30.05,30.03,30,29.98,30.21,30.01,30,30.02,30.08,30,30.03,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:35,152.86,1.63,59.9,60.16,53.27,53.09,36.09,75.82,47.77,64.66,60.08,60.69,7.17,7.18,7.16,7.2,7.15,7.19,7.23,7.15,7.18,7.19,7.2,7.19,,,,,,,,,,,,,0,12.012,2.192,1.682,30,30,30,18.138,30,30,1.532,2.462,20,17.988,27.808,28.318,0,0,0,11.862,0,0,28.468,27.538,0,0,0,0,0,0,0,0,0,0,0,0,30.01,29.93,29.97,30.02,29.99,30.12,30.04,29.98,29.93,30.03,29.96,30,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:36,100.97,16.82,59.8,59.87,75.19,54.35,36.59,109.54,57.23,64.88,59.96,60.03,7.16,7.19,7.17,7.2,7.15,7.2,7.09,7.16,7.19,7.19,7.2,7.2,,,,,,,Volume 0.010 ml Added From PlateID 24-well antifoam & acid Location Deck 4 Well B2 To Vessel 7 Location CS2,,,,,,0,21.772,2.192,1.652,30,30,30,11.111,30,30,1.502,2.372,9.76,8.228,27.808,28.348,0,0,0,18.889,0,0,28.498,27.628,0,0,0,0,0,0,0,0,0,0,0,0,30.01,30.02,30.07,29.95,29.87,29.89,30.09,29.94,29.97,30.07,30.02,30.05,,,,,,,0.14,,,,,,,,,,,,,,,,,
3/1/2022 23:37,46.84,58.19,59.62,59.55,96.54,55.53,47.63,111.81,65.71,64.55,59.63,59.68,7.16,7.19,7.17,7.2,7.15,7.2,7.02,7.16,7.2,7.2,7.2,7.19,,,,,,,,,,,,,0,26.126,2.252,1.712,30,30,30,0.721,30,30,1.532,2.402,8.288,3.874,27.748,28.288,0,0,0,29.279,0,0,28.468,27.598,0,0,0,0,0,0,0,0,0,0,0,0,30.06,30.02,30.01,30.04,30.07,30.15,30.09,30.02,30.02,29.97,30.11,30.06,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:38,7.45,118.65,59.18,59.56,112.78,56.29,49.05,79.88,71.71,64.34,59.72,59.44,7.15,7.2,7.17,7.2,7.16,7.21,7.03,7.16,7.2,7.2,7.2,7.19,Volume 0.225 ml Sampled to PlateID cooled sample plate Location Deck 3 Well B1 From Vessel 1 Location CS2  Vessel Info 90:10  100% SOB,,,,,,,,,,,,0,19.52,2.372,1.772,26.156,30,30,0,30,30,1.562,2.462,14.414,10.48,27.628,28.228,3.844,0,0,25.015,0,0,28.438,27.538,0,0,0,0,0,0,0,0,0,0,0,0,30.08,29.89,29.96,30.01,30.05,30,30.07,30.04,29.93,30,30.05,29.98,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:39,1.17,139.73,59.34,59.96,125.59,56.5,45.79,53.03,77.88,64.77,60.22,59.98,7.15,7.2,7.17,7.2,7.16,7.21,7.03,7.15,7.21,7.21,7.2,7.2,,,,,,,,,,,,,0,8.919,2.462,1.832,14.414,30,30,0,30,30,1.562,2.523,21.261,21.081,27.538,28.168,15.586,0,0,24.595,0,0,28.438,27.477,0,0,0,0,0,0,0,0,0,0,0,0,30.04,30.05,29.93,30.05,30.02,29.92,29.99,30.03,29.98,30.02,30.08,30.05,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:40,0.43,116.17,59.73,60.51,113.39,56.7,39.12,25.79,83.08,64.96,60.24,60.51,7.15,7.19,7.17,7.2,7.15,7.21,7.04,7.15,7.22,7.21,7.2,7.2,,Volume 0.225 ml Sampled to PlateID cooled sample plate Location Deck 3 Well B2 From Vessel 2 Location CS2  Vessel Info 50:50  100% SOB,,,,,,,,,,,0.931,0,2.553,1.772,2.673,30,30,0,30,30,1.532,2.462,29.069,26.066,27.447,28.228,27.327,0,0,28.378,0,0,28.468,27.538,0,0,0,0,0,0,0,0,0,0,0,0,30.13,30.04,30,30.02,29.95,29.98,30.12,29.89,29.98,30.01,30.05,29.97,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:41,0.62,63.3,60.17,60.46,73.03,53.91,35.23,12.87,88.68,64.65,60.63,59.93,7.15,7.19,7.17,7.2,7.15,7.21,7.06,7.15,7.22,7.22,7.21,7.19,,,,,,,,,,,,,12.432,0,2.553,1.652,0,30,30,6.366,30,30,1.411,2.402,17.568,21.952,27.447,28.348,27.117,0,0,23.634,0,0,28.589,27.598,0,0,0,0,0,0,0,0,0,0,0,0,30.04,30,30.01,30.13,30.15,30.14,29.99,30,30.02,30.04,30.01,30.05,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:42,6.7,19.54,61.1,60.36,40.87,52.27,32.04,23.18,91.81,64.52,60.27,59.51,7.16,7.18,7.17,7.2,7.14,7.22,7.06,7.15,7.22,7.22,7.2,7.2,,,Volume 0.225 ml Sampled to PlateID cooled sample plate Location Deck 3 Well B3 From Vessel 3 Location CS2  Vessel Info 50: 50  50% SOB,,,,,,,,,,23.303,0,2.462,1.592,0,30,30,14.655,30,30,1.351,2.432,6.697,25.646,27.538,28.408,27.928,0,0,15.345,0,0,28.649,27.568,0,0,0,0,0,0,0,0,0,0,0,0,30.04,30.06,30.02,30.03,30.05,30.01,30,30,30.04,29.99,30.01,30,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:43,24.84,2.39,61.89,59.85,13.81,51.38,30.5,45.12,95.28,64.51,59.73,59.3,7.17,7.19,7.17,7.21,7.15,7.22,7.07,7.16,7.23,7.22,7.21,7.2,,,,,,,,,,,,,29.64,2.312,2.132,1.562,4.444,30,30,18.198,30,30,1.351,2.583,0.36,27.688,27.868,28.438,25.556,0,0,11.802,0,0,28.649,27.417,0,0,0,0,0,0,0,0,0,0,0,0,30.12,30.1,30.03,30.09,29.99,30.01,30.06,29.99,30,30,30.02,30.02,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:44,88.54,3.62,61.05,60.24,5.19,50.97,29.41,84.88,99.2,65.32,59.43,59.57,7.18,7.19,7.17,7.21,7.14,7.22,7.08,7.16,7.24,7.23,7.21,7.2,,,,Volume 0.225 ml Sampled to PlateID cooled sample plate Location Deck 3 Well B4 From Vessel 4 Location CS2  Vessel Info 50:50  50% SOB,,,,,,,,,29.85,13.574,1.832,1.532,14.625,30,30,16.697,27.958,30,1.441,2.703,0.15,16.426,28.168,28.468,15.375,0,0,13.303,2.042,0,28.559,27.297,0,0,0,0,0,0,0,0,0,0,0,0,30.08,30.06,30.02,30.01,30.09,29.99,29.97,30,29.97,29.99,29.99,29.96,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:45,152.13,22.27,59.44,60.49,10.24,50.85,30.25,113.44,91.67,66.25,59.95,60.15,7.18,7.19,7.16,7.21,7.14,7.22,7.09,7.16,7.24,7.23,7.21,7.19,,,,,Volume 0.225 ml Sampled to PlateID cooled sample plate Location Deck 3 Well B5 From Vessel 5 Location CS2  Vessel Info 90:10  100% SOB,,,,,,,,16.847,22.583,1.832,1.471,24.715,30,30,8.348,20.871,30,1.471,2.703,13.153,7.417,28.168,28.529,5.285,0,0,21.652,9.129,0,28.529,27.297,0,0,0,0,0,0,0,0,0,0,0,0,30.07,30.08,30.05,30.05,30.12,30.02,30.04,30.02,30.04,29.99,29.93,30.02,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:46,169.66,70.8,58.8,60.44,20.66,51.71,30.69,112.13,69.26,66.65,60.15,60.79,7.18,7.2,7.17,7.21,7.15,7.22,7.09,7.16,7.24,7.23,7.2,7.2,,,,,,,,,,,,,0,25.135,1.952,1.381,30,30,30,0.541,18.108,30,1.471,2.583,26.847,4.865,28.048,28.619,0,0,0,29.459,11.892,0,28.529,27.417,0,0,0,0,0,0,0,0,0,0,0,0,30.03,30.1,30.07,30.03,30.04,30.14,30.04,29.99,30.02,29.99,30.07,29.99,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:47,142.31,114.82,58.56,60.14,41.68,55.14,31.84,79.92,32.15,67.28,60.44,60.92,7.18,7.2,7.17,7.21,7.16,7.23,7.1,7.16,7.24,7.24,7.21,7.2,,,,,,Volume 0.225 ml Sampled to PlateID cooled sample plate Location Deck 3 Well B6 From Vessel 6 Location CS2  Vessel Info 50:50  100)% SOB,,,,,,,0,19.61,2.222,1.321,30,30,30,0,20.511,30,1.411,2.402,15.405,10.39,27.778,28.679,0,0,0,24.835,9.489,0,28.589,27.598,0,0,0,0,0,0,0,0,0,0,0,0,30.16,30.08,30.03,29.98,29.97,30,29.96,30.03,30,30.07,29.96,30.02,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:48,88.2,139.28,59.56,59.8,63.4,58.75,34.11,45.44,13.72,68,60.38,60.37,7.17,7.21,7.17,7.2,7.17,7.24,7.11,7.15,7.25,7.24,7.2,7.2,,,,,,,,,,,,,0,5.495,2.402,1.351,30,30,30,0,28.468,30,1.321,2.282,7.207,24.505,27.598,28.649,0,0,0,24.925,1.532,0,28.679,27.718,0,0,0,0,0,0,0,0,0,0,0,0,29.99,29.97,29.98,30.05,29.96,29.94,29.95,30.05,29.96,30.04,30.02,30.07,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:49,36.62,106.44,60.78,59.69,90,61.23,39.29,21.54,32.97,68.54,59.97,59.72,7.16,7.2,7.17,7.2,7.17,7.24,7.12,7.16,7.25,7.24,7.21,7.2,,,,,,,Volume 0.225 ml Sampled to PlateID cooled sample plate Location Deck 3 Well B7 From Vessel 7 Location CS2  Vessel Info 70:30  200% SOB,,,,,,0,0,2.372,1.411,30,30,30,0,30,30,1.291,2.282,7.508,24.264,27.628,28.589,0,0,0,29.7,0,0,28.709,27.718,0,0,0,0,0,0,0,0,0,0,0,0,30.01,29.97,30.11,29.99,30.11,29.95,29.97,29.9,30.05,29.99,30.01,30.05,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:50,4.34,67.44,61.48,59.77,107.17,63.15,44.48,13.15,52.26,68.86,59.76,59.16,7.16,7.2,7.17,7.21,7.17,7.23,7.12,7.16,7.26,7.25,7.21,7.19,,,,,,,,,,,,,0,0,2.162,1.441,28.048,30,30,5.946,30,30,1.291,2.402,14.715,21.532,27.838,28.559,1.952,0,0,24.054,0,0,28.709,27.598,0,0,0,0,0,0,0,0,0,0,0,0,30.1,29.91,29.95,30.01,30.01,30.08,29.99,30.01,29.96,29.99,30.03,30.03,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:51,0.89,23.57,61.5,60.14,132.23,65.81,46.75,23.95,71.56,68.96,59.55,59.55,7.16,7.19,7.17,7.21,7.17,7.24,7.13,7.16,7.26,7.25,7.21,7.2,,,,,,,,Volume 0.225 ml Sampled to PlateID cooled sample plate Location Deck 3 Well B8 From Vessel 8 Location CS2  Vessel Info 50:%0 100% SOB,,,,,0,0,1.832,1.441,16.126,30,30,14.204,30,30,1.381,2.523,21.742,24.535,28.168,28.559,13.874,0,0,15.796,0,0,28.619,27.477,0,0,0,0,0,0,0,0,0,0,0,0,30.05,29.96,30.07,30.01,30.12,30.19,30.06,29.93,29.97,29.93,30.05,30.02,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 23:52,0.33,1.38,59.97,60.27,129.87,66.56,49.5,56.83,84.98,69.73,59.91,60.25,7.16,7.19,7.17,7.21,7.17,7.25,7.14,7.16,7.26,7.26,7.21,7.2,,,,,,,,,,,,,1.502,3.363,1.712,1.411,1.892,30,30,17.688,30,30,1.441,2.553,28.498,26.637,28.288,28.589,28.108,0,0,12.312,0,0,28.559,27.447,0,0,0,0,0,0,0,0,0,0,0,0,30.02,29.95,29.97,29.99,29.98,30.14,29.85,29.98,30.08,29.99,29.99,29.98,,,,,,,,,,,,,,,,,,,,,,,,
